,longitude,latitude,housing_median_age,population,households,median_income,median_house_value,ocean_proximity,avg_rooms_per_household,avg_bedrooms_per_household
5139,-118.27,33.97,39.0,2601.0,630.0,2.0754,101400.0,<1H OCEAN,4.0777777777777775,1.092063492063492
5140,-118.28,33.97,38.0,2110.0,499.0,1.6027,97300.0,<1H OCEAN,3.6452905811623246,0.9959919839679359
5141,-118.27,33.96,38.0,1073.0,292.0,1.0208,86400.0,<1H OCEAN,3.345890410958904,1.0102739726027397
5142,-118.27,33.96,42.0,697.0,177.0,2.037,92600.0,<1H OCEAN,4.497175141242938,1.1468926553672316
5143,-118.28,33.96,37.0,1640.0,447.0,1.9348,99100.0,<1H OCEAN,4.053691275167785,1.1185682326621924
5144,-118.26,33.97,47.0,1168.0,358.0,1.4625,94200.0,<1H OCEAN,4.201117318435754,1.0446927374301676
5145,-118.26,33.96,40.0,1222.0,298.0,1.5303,95300.0,<1H OCEAN,4.949664429530201,1.1644295302013423
5146,-118.26,33.96,39.0,902.0,327.0,1.5812,94000.0,<1H OCEAN,3.837920489296636,0.9877675840978594
5147,-118.26,33.97,52.0,1144.0,362.0,1.5326,90600.0,<1H OCEAN,3.6767955801104972,0.9558011049723757
5148,-118.27,33.97,34.0,1310.0,351.0,1.1557,90100.0,<1H OCEAN,4.165242165242165,1.1225071225071226
5149,-118.27,33.96,38.0,999.0,265.0,0.5495,91700.0,<1H OCEAN,4.249056603773585,1.0188679245283019
5150,-118.27,33.96,34.0,1083.0,255.0,1.6467,90900.0,<1H OCEAN,4.078431372549019,1.0823529411764705
5151,-118.27,33.95,39.0,1154.0,357.0,1.2091,97900.0,<1H OCEAN,4.282913165266106,1.0028011204481793
5152,-118.26,33.95,38.0,1240.0,355.0,1.6898,95100.0,<1H OCEAN,3.907042253521127,0.9746478873239437
5153,-118.26,33.95,44.0,1088.0,344.0,1.2969,94400.0,<1H OCEAN,4.398255813953488,1.072674418604651
5154,-118.26,33.96,39.0,1256.0,361.0,1.7167,100000.0,<1H OCEAN,4.271468144044321,1.0387811634349031
5155,-118.26,33.96,37.0,1243.0,350.0,1.3971,89800.0,<1H OCEAN,4.642857142857143,1.0942857142857143
5156,-118.28,33.96,42.0,1581.0,387.0,1.7656,96700.0,<1H OCEAN,4.144702842377261,1.0310077519379846
5157,-118.28,33.95,40.0,2150.0,524.0,2.1437,94800.0,<1H OCEAN,3.900763358778626,1.0267175572519085
5158,-118.28,33.96,42.0,1167.0,250.0,1.615,101300.0,<1H OCEAN,4.824,1.216
5159,-118.28,33.96,39.0,697.0,189.0,1.8472,99100.0,<1H OCEAN,4.666666666666667,1.1693121693121693
5160,-118.28,33.96,23.0,2048.0,600.0,1.5313,91400.0,<1H OCEAN,3.305,1.0183333333333333
5161,-118.29,33.95,35.0,1357.0,327.0,2.0917,99300.0,<1H OCEAN,4.284403669724771,1.107033639143731
5162,-118.29,33.95,32.0,842.0,208.0,1.6029,89700.0,<1H OCEAN,3.4663461538461537,0.9855769230769231
5163,-118.29,33.96,39.0,1463.0,367.0,1.5294,111400.0,<1H OCEAN,3.6512261580381473,1.1144414168937329
5164,-118.29,33.95,40.0,2357.0,627.0,1.9655,102300.0,<1H OCEAN,4.478468899521531,1.1084529505582137
5165,-118.29,33.95,39.0,1468.0,411.0,1.9702,93200.0,<1H OCEAN,4.138686131386861,1.0413625304136254
5166,-118.28,33.94,43.0,840.0,252.0,2.7917,105600.0,<1H OCEAN,4.765873015873016,1.1587301587301588
5167,-118.29,33.94,34.0,995.0,315.0,2.3352,107700.0,<1H OCEAN,3.4571428571428573,0.8825396825396825
5168,-118.27,33.95,35.0,1753.0,490.0,1.5,93600.0,<1H OCEAN,4.2306122448979595,1.0081632653061225
5169,-118.27,33.95,43.0,1074.0,299.0,1.8814,94900.0,<1H OCEAN,3.8662207357859533,0.9732441471571907
5170,-118.27,33.94,30.0,877.0,270.0,1.5268,91600.0,<1H OCEAN,3.8555555555555556,1.0185185185185186
5171,-118.28,33.94,38.0,679.0,162.0,1.5714,89700.0,<1H OCEAN,3.932098765432099,1.2592592592592593
5172,-118.28,33.95,41.0,707.0,192.0,1.4103,86200.0,<1H OCEAN,4.348958333333333,1.0833333333333333
5173,-118.27,33.95,40.0,818.0,236.0,1.8798,101300.0,<1H OCEAN,3.961864406779661,0.9576271186440678
5174,-118.27,33.95,34.0,902.0,221.0,2.3365,98000.0,<1H OCEAN,4.46606334841629,1.1221719457013575
5175,-118.27,33.95,34.0,1027.0,303.0,2.2946,88800.0,<1H OCEAN,4.161716171617162,1.0396039603960396
5176,-118.27,33.95,29.0,1056.0,322.0,2.3056,98500.0,<1H OCEAN,4.903726708074534,1.0900621118012421
5177,-118.25,33.95,35.0,1086.0,273.0,1.0375,89800.0,<1H OCEAN,5.146520146520147,1.1941391941391941
5178,-118.26,33.94,45.0,850.0,237.0,2.25,93400.0,<1H OCEAN,4.556962025316456,0.919831223628692
5179,-118.26,33.95,44.0,1296.0,399.0,1.6389,96700.0,<1H OCEAN,4.43859649122807,0.9473684210526315
5180,-118.26,33.95,44.0,999.0,315.0,1.5147,94600.0,<1H OCEAN,4.701587301587302,1.0444444444444445
5181,-118.26,33.94,44.0,760.0,247.0,1.6887,99600.0,<1H OCEAN,4.465587044534413,1.0728744939271255
5182,-118.25,33.94,37.0,1092.0,273.0,1.6333,94500.0,<1H OCEAN,3.67032967032967,0.989010989010989
5183,-118.26,33.94,41.0,1408.0,389.0,1.65,94200.0,<1H OCEAN,3.8817480719794344,1.0539845758354756
5184,-118.27,33.94,38.0,1080.0,285.0,1.5872,89800.0,<1H OCEAN,4.610526315789474,1.1157894736842104
5185,-118.26,33.94,44.0,716.0,167.0,2.0,90300.0,<1H OCEAN,4.7604790419161676,1.0838323353293413
5186,-118.26,33.93,35.0,1587.0,406.0,1.4917,93200.0,<1H OCEAN,3.8472906403940885,0.9926108374384236
5187,-118.27,33.93,41.0,466.0,121.0,2.6458,91300.0,<1H OCEAN,4.710743801652892,1.115702479338843
5188,-118.27,33.94,34.0,661.0,171.0,2.0789,92400.0,<1H OCEAN,4.216374269005848,0.9649122807017544
5189,-118.27,33.94,37.0,842.0,178.0,1.6645,94900.0,<1H OCEAN,5.466292134831461,1.2415730337078652
5190,-118.27,33.93,36.0,1247.0,347.0,1.8191,92700.0,<1H OCEAN,4.227665706051873,1.063400576368876
5191,-118.26,33.93,36.0,702.0,225.0,1.5256,95400.0,<1H OCEAN,4.897777777777778,1.0977777777777777
5192,-118.26,33.93,42.0,775.0,293.0,1.1326,104800.0,<1H OCEAN,4.890784982935154,1.006825938566553
5193,-118.25,33.93,42.0,526.0,132.0,2.5,110200.0,<1H OCEAN,4.9772727272727275,1.1136363636363635
5194,-118.26,33.92,40.0,705.0,255.0,1.7986,98900.0,<1H OCEAN,4.219607843137255,0.9568627450980393
5195,-118.27,33.92,36.0,1147.0,324.0,1.7262,88800.0,<1H OCEAN,4.521604938271605,1.0679012345679013
5196,-118.27,33.94,43.0,1182.0,340.0,1.6625,88700.0,<1H OCEAN,3.85,1.011764705882353
5197,-118.27,33.94,30.0,1406.0,362.0,1.449,93100.0,<1H OCEAN,4.87292817679558,1.0966850828729282
5198,-118.27,33.94,39.0,1901.0,504.0,1.1468,96900.0,<1H OCEAN,4.123015873015873,1.1130952380952381
5199,-118.28,33.93,21.0,1283.0,277.0,1.4329,94100.0,<1H OCEAN,3.0577617328519855,1.0036101083032491
5200,-118.28,33.94,32.0,1268.0,354.0,1.1051,94200.0,<1H OCEAN,3.901129943502825,1.0593220338983051
5201,-118.28,33.94,9.0,438.0,114.0,0.8952,81300.0,<1H OCEAN,4.0,1.1403508771929824
5202,-118.28,33.94,44.0,1197.0,355.0,3.0788,100000.0,<1H OCEAN,4.594366197183098,0.952112676056338
5203,-118.28,33.93,42.0,1503.0,429.0,2.5179,97400.0,<1H OCEAN,4.424242424242424,1.0722610722610724
5204,-118.29,33.93,43.0,1051.0,352.0,3.3836,129900.0,<1H OCEAN,5.7414772727272725,1.0767045454545454
5205,-118.29,33.94,47.0,1003.0,329.0,2.5398,105700.0,<1H OCEAN,5.416413373860182,1.027355623100304
5206,-118.28,33.93,41.0,913.0,226.0,2.0313,122600.0,<1H OCEAN,4.1415929203539825,1.1371681415929205
5207,-118.29,33.92,40.0,1616.0,433.0,2.875,120200.0,<1H OCEAN,4.468822170900693,1.0646651270207852
5208,-118.29,33.93,41.0,605.0,168.0,2.2778,128100.0,<1H OCEAN,5.333333333333333,1.1785714285714286
5209,-118.27,33.93,38.0,1657.0,470.0,1.2098,88400.0,<1H OCEAN,4.410638297872341,1.0638297872340425
5210,-118.28,33.92,39.0,975.0,277.0,1.5114,90400.0,<1H OCEAN,4.59927797833935,1.0180505415162455
5211,-118.28,33.93,43.0,295.0,79.0,2.2969,90600.0,<1H OCEAN,3.4050632911392404,0.9367088607594937
5212,-118.28,33.93,45.0,448.0,120.0,3.5833,90600.0,<1H OCEAN,4.408333333333333,0.9333333333333333
5213,-118.28,33.93,52.0,74.0,45.0,0.4999,90600.0,<1H OCEAN,2.6,0.7333333333333333
5214,-118.25,33.94,44.0,940.0,312.0,2.3333,99800.0,<1H OCEAN,4.689102564102564,1.0
5215,-118.25,33.94,43.0,1305.0,334.0,1.1434,91300.0,<1H OCEAN,3.3323353293413174,1.1317365269461077
5216,-118.25,33.94,43.0,736.0,231.0,0.8527,90400.0,<1H OCEAN,3.432900432900433,
5217,-118.23,33.95,37.0,2865.0,683.0,0.6831,87500.0,<1H OCEAN,3.904831625183016,0.9824304538799414
5218,-118.24,33.95,40.0,1210.0,286.0,1.35,89500.0,<1H OCEAN,4.171328671328672,0.9790209790209791
5219,-118.24,33.95,37.0,653.0,147.0,1.4792,97500.0,<1H OCEAN,4.414965986394558,1.0
5220,-118.24,33.95,36.0,1938.0,507.0,1.25,97400.0,<1H OCEAN,4.568047337278107,1.0710059171597632
5221,-118.24,33.95,21.0,1167.0,310.0,0.9708,107600.0,<1H OCEAN,4.064516129032258,1.103225806451613
5222,-118.25,33.95,28.0,1799.0,476.0,1.5427,95700.0,<1H OCEAN,4.487394957983193,
5223,-118.24,33.95,37.0,390.0,98.0,1.6513,90200.0,<1H OCEAN,4.5,1.2755102040816326
5224,-118.25,33.95,25.0,801.0,220.0,1.1384,100000.0,<1H OCEAN,3.4727272727272727,0.9090909090909091
5225,-118.25,33.93,40.0,1068.0,270.0,0.9889,87500.0,<1H OCEAN,3.611111111111111,1.0
5226,-118.25,33.93,36.0,2664.0,667.0,0.9298,100000.0,<1H OCEAN,3.6761619190404797,1.1004497751124438
5227,-118.25,33.93,42.0,899.0,228.0,1.1346,85400.0,<1H OCEAN,3.5921052631578947,1.0219298245614035
5228,-118.24,33.94,37.0,1040.0,233.0,2.0,84200.0,<1H OCEAN,3.7296137339055795,1.0343347639484979
5229,-118.24,33.94,34.0,673.0,144.0,2.0769,88300.0,<1H OCEAN,5.527777777777778,1.25
5230,-118.24,33.93,37.0,824.0,248.0,1.5132,86300.0,<1H OCEAN,4.141129032258065,1.0403225806451613
5231,-118.24,33.93,32.0,861.0,219.0,1.0625,89800.0,<1H OCEAN,3.557077625570776,0.9178082191780822
5232,-118.24,33.94,42.0,411.0,100.0,0.9705,90000.0,<1H OCEAN,3.8,1.06
5233,-118.24,33.94,39.0,1211.0,265.0,1.7212,95500.0,<1H OCEAN,4.584905660377358,1.030188679245283
5234,-118.23,33.94,39.0,1313.0,234.0,2.0187,90100.0,<1H OCEAN,4.8760683760683765,1.1025641025641026
5235,-118.23,33.94,35.0,1339.0,263.0,2.1607,97600.0,<1H OCEAN,4.144486692015209,1.015209125475285
5236,-118.23,33.94,36.0,1417.0,302.0,2.3333,92100.0,<1H OCEAN,3.6754966887417218,
5237,-118.24,33.94,30.0,1071.0,204.0,1.2679,92000.0,<1H OCEAN,4.607843137254902,1.0343137254901962
5238,-118.23,33.93,36.0,487.0,118.0,1.3,87000.0,<1H OCEAN,4.245762711864407,1.0423728813559323
5239,-118.23,33.93,39.0,2015.0,535.0,0.8478,104900.0,<1H OCEAN,3.8598130841121496,0.994392523364486
5240,-118.24,33.93,32.0,992.0,253.0,0.8984,88700.0,<1H OCEAN,4.201581027667984,1.1146245059288538
5241,-118.39,34.12,29.0,2184.0,960.0,8.2816,500001.0,<1H OCEAN,6.715625,1.0541666666666667
5242,-118.4,34.11,32.0,1567.0,697.0,15.0001,500001.0,<1H OCEAN,8.00286944045911,1.0803443328550932
5243,-118.42,34.12,27.0,654.0,270.0,12.3767,500001.0,<1H OCEAN,7.737037037037037,1.1222222222222222
5244,-118.43,34.11,27.0,3511.0,1352.0,12.7296,500001.0,<1H OCEAN,7.992603550295858,1.0650887573964498
5245,-118.43,34.09,27.0,497.0,197.0,7.9835,500001.0,<1H OCEAN,8.187817258883248,1.015228426395939
5246,-118.45,34.12,20.0,3731.0,1511.0,9.7449,500001.0,<1H OCEAN,7.095962938451357,1.0701522170747848
5247,-118.44,34.09,36.0,862.0,334.0,15.0001,500001.0,<1H OCEAN,9.368263473053892,1.1736526946107784
5248,-118.43,34.08,46.0,238.0,93.0,15.0001,500001.0,<1H OCEAN,8.365591397849462,0.967741935483871
5249,-118.45,34.08,52.0,384.0,145.0,7.1576,500001.0,<1H OCEAN,10.344827586206897,1.2137931034482758
5250,-118.45,34.1,31.0,2092.0,796.0,11.8442,500001.0,<1H OCEAN,8.385678391959798,1.0577889447236182
5251,-118.46,34.08,35.0,1065.0,484.0,7.8426,500001.0,<1H OCEAN,6.708677685950414,1.084710743801653
5252,-118.47,34.1,32.0,2768.0,1106.0,11.1978,500001.0,<1H OCEAN,7.270343580470163,1.0316455696202531
5253,-118.49,34.11,27.0,2336.0,868.0,13.2935,500001.0,<1H OCEAN,7.607142857142857,1.012672811059908
5254,-118.48,34.07,29.0,1500.0,638.0,10.7937,500001.0,<1H OCEAN,7.471786833855799,1.2178683385579938
5255,-118.48,34.07,40.0,1564.0,523.0,8.5153,500001.0,<1H OCEAN,6.407265774378585,0.9254302103250478
5256,-118.48,34.07,37.0,1318.0,542.0,12.8665,500001.0,<1H OCEAN,7.4575645756457565,1.0129151291512914
5257,-118.49,34.06,42.0,829.0,310.0,15.0001,500001.0,<1H OCEAN,9.229032258064516,1.1612903225806452
5258,-118.49,34.07,36.0,1054.0,352.0,13.5728,500001.0,<1H OCEAN,8.321022727272727,1.0397727272727273
5259,-118.51,34.11,29.0,2919.0,1061.0,13.947,500001.0,<1H OCEAN,8.494816211121583,1.052780395852969
5260,-118.5,34.05,39.0,414.0,160.0,15.0,500001.0,<1H OCEAN,9.29375,1.01875
5261,-118.53,34.09,37.0,1925.0,757.0,8.1888,500001.0,<1H OCEAN,7.235138705416116,1.1003963011889035
5262,-118.52,34.05,45.0,709.0,311.0,4.825,500001.0,<1H OCEAN,5.832797427652733,1.045016077170418
5263,-118.52,34.04,47.0,819.0,340.0,6.5147,500001.0,<1H OCEAN,5.838235294117647,0.9264705882352942
5264,-118.57,34.09,14.0,2926.0,1096.0,11.2866,500001.0,<1H OCEAN,7.271897810218978,1.0419708029197081
5265,-118.54,34.05,33.0,2540.0,1052.0,8.565,500001.0,<1H OCEAN,6.442965779467681,1.038022813688213
5266,-118.55,34.04,41.0,617.0,242.0,8.8619,500001.0,<1H OCEAN,6.12396694214876,0.987603305785124
5267,-118.56,34.03,34.0,662.0,299.0,8.2934,500001.0,<1H OCEAN,7.006688963210703,1.1471571906354514
5268,-118.56,34.06,24.0,761.0,325.0,7.3031,500001.0,<1H OCEAN,7.1753846153846155,1.073846153846154
5269,-118.54,34.06,21.0,1493.0,526.0,11.4233,500001.0,<1H OCEAN,7.138783269961977,0.9980988593155894
5270,-118.55,34.03,35.0,3646.0,1724.0,6.0307,500001.0,<1H OCEAN,5.263921113689095,1.0777262180974478
5271,-118.52,34.04,42.0,368.0,134.0,10.8082,500001.0,<1H OCEAN,7.41044776119403,0.9701492537313433
5272,-118.52,34.04,43.0,761.0,256.0,13.6842,500001.0,<1H OCEAN,8.46484375,0.9921875
5273,-118.53,34.04,45.0,735.0,261.0,9.1078,500001.0,<1H OCEAN,6.555555555555555,1.0114942528735633
5274,-118.53,34.03,40.0,1551.0,665.0,7.0318,500001.0,<1H OCEAN,6.541353383458647,1.1473684210526316
5275,-118.5,34.05,36.0,1461.0,550.0,15.0001,500001.0,<1H OCEAN,7.549090909090909,0.9854545454545455
5276,-118.55,33.99,39.0,928.0,410.0,7.9096,500001.0,NEAR OCEAN,6.348780487804878,1.1121951219512196
5277,-118.51,34.04,38.0,1660.0,637.0,10.1882,500001.0,<1H OCEAN,7.401883830455259,1.084772370486656
5278,-118.47,34.06,45.0,419.0,171.0,7.6447,500001.0,<1H OCEAN,7.432748538011696,1.1111111111111112
5279,-118.47,34.06,45.0,916.0,399.0,9.4664,500001.0,<1H OCEAN,7.593984962406015,1.0852130325814537
5280,-118.48,34.05,48.0,1282.0,516.0,9.5221,500001.0,<1H OCEAN,7.021317829457364,1.0232558139534884
5281,-118.49,34.05,42.0,632.0,224.0,15.0001,500001.0,<1H OCEAN,8.5625,0.9642857142857143
5282,-118.47,34.06,26.0,2937.0,1652.0,4.801,500001.0,<1H OCEAN,3.9812348668280872,1.0829297820823245
5283,-118.46,34.06,20.0,2202.0,1442.0,4.2554,500001.0,<1H OCEAN,3.778085991678225,1.0624133148404993
5284,-118.47,34.05,25.0,1229.0,663.0,3.5909,500001.0,<1H OCEAN,4.055806938159879,1.0844645550527903
5285,-118.46,34.05,25.0,1719.0,1017.0,3.7721,337500.0,<1H OCEAN,4.008849557522124,1.1317600786627335
5286,-118.46,34.05,21.0,1489.0,983.0,4.6197,387500.0,<1H OCEAN,3.7019328585961344,1.0193285859613428
5287,-118.47,34.05,22.0,2048.0,1121.0,4.7009,500001.0,<1H OCEAN,4.652096342551293,1.064228367528992
5288,-118.47,34.05,27.0,1725.0,962.0,4.175,500001.0,<1H OCEAN,4.574844074844075,1.0738045738045738
5289,-118.48,34.05,36.0,751.0,396.0,6.7496,500001.0,<1H OCEAN,5.411616161616162,1.095959595959596
5290,-118.49,34.05,45.0,415.0,209.0,7.0285,500001.0,<1H OCEAN,6.440191387559809,1.0239234449760766
5291,-118.42,34.08,46.0,410.0,152.0,15.0001,500001.0,<1H OCEAN,9.203947368421053,0.9736842105263158
5292,-118.43,34.07,34.0,949.0,439.0,10.3467,500001.0,<1H OCEAN,7.296127562642369,1.1002277904328017
5293,-118.43,34.07,38.0,1251.0,593.0,7.7382,500001.0,<1H OCEAN,5.482293423271501,1.1062394603709949
5294,-118.44,34.07,26.0,1322.0,666.0,7.1674,500001.0,<1H OCEAN,5.307807807807808,1.1231231231231231
5295,-118.44,34.07,35.0,1257.0,296.0,8.9565,500001.0,<1H OCEAN,6.66554054054054,1.1216216216216217
5296,-118.44,34.06,28.0,1763.0,867.0,5.5,500001.0,<1H OCEAN,4.509803921568627,1.1061130334486735
5297,-118.44,34.07,21.0,965.0,224.0,2.0511,350000.0,<1H OCEAN,3.2589285714285716,1.1741071428571428
5298,-118.44,34.06,14.0,282.0,213.0,2.2857,500001.0,<1H OCEAN,2.4413145539906105,1.3708920187793427
5299,-118.45,34.07,13.0,3806.0,1252.0,1.3125,350000.0,<1H OCEAN,3.4217252396166136,1.159744408945687
5300,-118.45,34.07,19.0,3751.0,1539.0,1.583,350000.0,<1H OCEAN,3.1481481481481484,1.0454840805718
5301,-118.45,34.06,20.0,2667.0,1131.0,2.2444,500000.0,<1H OCEAN,2.9770114942528734,1.1175950486295314
5302,-118.46,34.06,46.0,482.0,226.0,7.0674,500001.0,<1H OCEAN,5.761061946902655,0.9513274336283186
5303,-118.46,34.07,43.0,808.0,407.0,6.7703,500001.0,<1H OCEAN,6.169533169533169,1.1203931203931203
5304,-118.46,34.07,49.0,850.0,318.0,14.2867,500001.0,<1H OCEAN,7.60377358490566,0.9465408805031447
5305,-118.46,34.07,42.0,913.0,414.0,9.2225,500001.0,<1H OCEAN,6.193236714975845,1.1111111111111112
5306,-118.44,34.06,9.0,2609.0,1450.0,3.2545,500001.0,<1H OCEAN,3.5186206896551724,1.1689655172413793
5307,-118.44,34.05,18.0,1886.0,1036.0,4.4674,500001.0,<1H OCEAN,4.613899613899614,1.1505791505791505
5308,-118.44,34.05,32.0,798.0,417.0,4.7109,500000.0,<1H OCEAN,4.508393285371703,1.0431654676258992
5309,-118.44,34.05,15.0,2269.0,1232.0,5.7097,316700.0,<1H OCEAN,4.357142857142857,1.0649350649350648
5310,-118.43,34.06,11.0,911.0,463.0,7.2675,500001.0,<1H OCEAN,6.876889848812095,1.3844492440604752
5311,-118.43,34.06,41.0,601.0,267.0,5.3777,500001.0,<1H OCEAN,5.479400749063671,1.0
5312,-118.43,34.05,22.0,1581.0,881.0,5.2555,500001.0,<1H OCEAN,4.825198637911464,1.2179341657207718
5313,-118.44,34.06,13.0,1649.0,807.0,6.2389,500001.0,<1H OCEAN,5.988847583643123,1.3866171003717471
5314,-118.42,34.06,40.0,1077.0,536.0,6.1527,500001.0,<1H OCEAN,5.472014925373134,1.0541044776119404
5315,-118.43,34.06,31.0,523.0,274.0,7.4219,500001.0,<1H OCEAN,4.806569343065694,1.0364963503649636
5316,-118.43,34.06,38.0,1122.0,572.0,4.1908,500001.0,<1H OCEAN,5.213286713286713,1.1608391608391608
5317,-118.43,34.06,20.0,1675.0,932.0,5.1999,500001.0,<1H OCEAN,4.935622317596566,1.092274678111588
5318,-118.42,34.06,44.0,291.0,97.0,10.8045,500001.0,<1H OCEAN,5.494845360824742,0.9278350515463918
5319,-118.42,34.06,52.0,640.0,321.0,6.871,500001.0,<1H OCEAN,5.859813084112149,1.0404984423676011
5320,-118.42,34.05,38.0,1698.0,937.0,4.8304,500001.0,<1H OCEAN,5.216648879402348,1.2017075773745998
5321,-118.43,34.05,52.0,727.0,305.0,6.7115,500001.0,<1H OCEAN,5.550819672131148,0.9508196721311475
5322,-118.43,34.05,24.0,1613.0,893.0,3.9673,477300.0,<1H OCEAN,4.291153415453527,1.0627099664053752
5323,-118.44,34.05,20.0,2492.0,1429.0,4.1141,305000.0,<1H OCEAN,4.158852344296711,1.0762771168649405
5324,-118.44,34.05,22.0,1588.0,791.0,4.8618,500001.0,<1H OCEAN,5.018963337547408,1.1011378002528445
5325,-118.43,34.04,52.0,962.0,412.0,5.8587,494700.0,<1H OCEAN,5.885922330097087,1.0558252427184467
5326,-118.45,34.05,28.0,936.0,406.0,2.1875,181300.0,<1H OCEAN,1.9729064039408868,0.9827586206896551
5327,-118.45,34.04,22.0,1848.0,940.0,3.6673,283300.0,<1H OCEAN,3.5308510638297874,1.1117021276595744
5328,-118.45,34.04,23.0,2031.0,1241.0,2.7679,277500.0,<1H OCEAN,3.0386784850926674,1.064464141821112
5329,-118.46,34.05,25.0,3136.0,1844.0,2.6509,410000.0,<1H OCEAN,3.74295010845987,1.1594360086767896
5330,-118.45,34.05,23.0,2103.0,1217.0,3.7549,275000.0,<1H OCEAN,3.3681183237469186,1.057518488085456
5331,-118.46,34.04,19.0,1820.0,977.0,3.2663,337500.0,<1H OCEAN,3.6049129989764586,1.060388945752303
5332,-118.47,34.04,21.0,2719.0,1420.0,3.5335,268800.0,<1H OCEAN,3.55,1.05
5333,-118.45,34.04,19.0,1837.0,915.0,3.0173,393800.0,<1H OCEAN,3.639344262295082,1.1038251366120218
5334,-118.46,34.04,25.0,1390.0,699.0,3.0069,325000.0,<1H OCEAN,3.0643776824034337,1.0271816881258942
5335,-118.46,34.04,25.0,1558.0,784.0,3.6976,360000.0,<1H OCEAN,3.5306122448979593,1.0841836734693877
5336,-118.46,34.04,17.0,1404.0,758.0,3.1235,420800.0,<1H OCEAN,3.600263852242744,1.183377308707124
5337,-118.46,34.04,31.0,1632.0,673.0,3.287,348100.0,<1H OCEAN,3.8945022288261515,1.050520059435364
5338,-118.45,34.04,21.0,1435.0,593.0,3.9489,360200.0,<1H OCEAN,4.753794266441822,1.0927487352445193
5339,-118.45,34.03,45.0,520.0,175.0,2.6528,300000.0,<1H OCEAN,4.154285714285714,0.96
5340,-118.45,34.03,39.0,931.0,363.0,3.7813,336300.0,<1H OCEAN,4.564738292011019,1.1074380165289257
5341,-118.44,34.04,49.0,14.0,7.0,2.1875,225000.0,<1H OCEAN,4.571428571428571,1.0
5342,-118.44,34.04,16.0,3.0,4.0,0.536,350000.0,<1H OCEAN,4.5,1.5
5343,-118.44,34.04,31.0,1535.0,631.0,3.0714,347800.0,<1H OCEAN,4.231378763866878,1.0491283676703644
5344,-118.43,34.04,52.0,735.0,307.0,5.2954,485100.0,<1H OCEAN,5.804560260586319,1.003257328990228
5345,-118.42,34.04,46.0,639.0,273.0,4.925,409800.0,<1H OCEAN,5.523809523809524,1.010989010989011
5346,-118.43,34.04,42.0,1115.0,516.0,4.5833,427500.0,<1H OCEAN,5.2810077519379846,1.1027131782945736
5347,-118.41,34.05,16.0,3026.0,1899.0,5.8758,500001.0,<1H OCEAN,5.122696155871512,1.1642969984202212
5348,-118.42,34.05,33.0,1124.0,608.0,5.0151,500001.0,<1H OCEAN,4.8042763157894735,1.0723684210526316
5349,-118.42,34.05,52.0,981.0,386.0,7.8164,500001.0,<1H OCEAN,6.562176165803109,1.0414507772020725
5350,-118.4,34.05,26.0,1518.0,805.0,5.0762,500001.0,<1H OCEAN,5.556521739130435,1.146583850931677
5351,-118.4,34.04,40.0,720.0,282.0,9.272,500001.0,<1H OCEAN,7.372340425531915,0.950354609929078
5352,-118.4,34.04,42.0,420.0,190.0,12.8483,500001.0,<1H OCEAN,6.831578947368421,0.9157894736842105
5353,-118.4,34.03,36.0,871.0,269.0,8.1484,500001.0,<1H OCEAN,6.806691449814126,1.100371747211896
5354,-118.41,34.03,33.0,994.0,363.0,3.7277,500001.0,<1H OCEAN,4.765840220385675,1.0633608815426998
5355,-118.41,34.04,49.0,228.0,106.0,8.0239,500001.0,<1H OCEAN,5.669811320754717,0.8962264150943396
5356,-118.39,34.05,35.0,1047.0,554.0,4.0283,412500.0,<1H OCEAN,4.436823104693141,1.03971119133574
5357,-118.39,34.05,42.0,1253.0,531.0,5.222,500001.0,<1H OCEAN,5.8474576271186445,1.0527306967984935
5358,-118.4,34.05,34.0,859.0,432.0,3.6953,500001.0,<1H OCEAN,4.891203703703703,1.0625
5359,-118.39,34.05,25.0,1139.0,658.0,4.0153,460000.0,<1H OCEAN,4.276595744680851,1.0653495440729484
5360,-118.41,34.04,52.0,681.0,249.0,10.9805,500001.0,<1H OCEAN,7.658634538152611,1.0481927710843373
5361,-118.41,34.04,52.0,800.0,327.0,11.1768,500001.0,<1H OCEAN,6.461773700305811,1.0152905198776758
5362,-118.41,34.03,36.0,1234.0,577.0,5.1637,500001.0,<1H OCEAN,5.291161178509532,1.10051993067591
5363,-118.42,34.04,51.0,771.0,357.0,6.626,500001.0,<1H OCEAN,5.5322128851540615,0.9747899159663865
5364,-118.42,34.04,52.0,574.0,267.0,5.6454,500001.0,<1H OCEAN,5.086142322097379,1.0187265917602997
5365,-118.39,34.04,45.0,834.0,305.0,7.3028,500001.0,<1H OCEAN,6.849180327868853,1.022950819672131
5366,-118.39,34.04,44.0,635.0,283.0,5.5951,461300.0,<1H OCEAN,6.618374558303887,1.010600706713781
5367,-118.4,34.04,43.0,1398.0,511.0,8.5938,500001.0,<1H OCEAN,7.559686888454012,1.050880626223092
5368,-118.4,34.05,43.0,394.0,149.0,10.4519,500001.0,<1H OCEAN,6.899328859060403,0.9731543624161074
5369,-118.39,34.05,42.0,577.0,204.0,6.6368,500001.0,<1H OCEAN,7.1911764705882355,0.9950980392156863
5370,-118.38,34.04,35.0,1794.0,543.0,2.2961,207700.0,<1H OCEAN,4.119705340699816,1.0902394106813997
